#Track ID	T (sec)	x (micron)	y (micron)
27	430.303	104.535	142.106
27	433.639	104.535	142.157
27	436.975	104.535	142.209
27	440.310	104.535	142.261
27	443.646	104.535	142.054
27	446.982	104.535	142.054
27	450.317	104.587	142.054
27	453.653	104.897	142.054
27	456.989	105.208	141.847
27	460.324	104.846	141.847
27	463.660	104.846	142.002
27	466.996	105.053	141.795
27	470.331	105.001	141.847
27	473.667	104.949	141.847
27	477.003	105.053	141.950
27	480.339	104.897	142.002
27	483.674	104.639	142.364
27	487.010	104.690	142.054
27	490.346	104.690	142.106
27	493.681	104.587	142.313
27	497.017	104.328	142.468
27	500.353	103.914	142.623
27	503.688	103.914	143.037
27	507.024	104.018	142.416
27	510.360	104.225	142.209
27	513.695	104.328	142.209
27	517.031	104.328	142.157
27	520.367	104.328	142.157
27	523.702	104.483	142.054
27	527.038	104.483	141.847
27	530.374	104.432	142.054
27	533.709	104.432	141.743
27	537.045	104.535	141.950
27	540.381	104.535	141.950
27	543.717	104.535	141.950
27	547.052	104.690	141.899
27	550.388	104.587	141.847
27	553.724	104.587	141.847
27	557.059	104.587	141.795
27	560.395	104.794	141.381
27	563.731	104.846	141.226
27	567.066	104.846	141.019
27	570.402	104.897	140.915
27	573.738	105.001	140.243
27	577.073	104.949	140.243
27	580.409	104.897	140.139
27	583.745	104.949	139.880
27	587.080	104.949	139.880
27	590.416	104.949	139.725
27	593.752	104.949	139.001
27	597.087	105.001	138.483
27	600.423	105.001	138.690
27	603.759	105.001	138.690
27	607.095	105.001	138.690
27	610.430	104.949	138.535
27	613.766	104.949	138.431
27	617.102	104.949	138.173
27	620.437	104.949	138.276
27	623.773	105.208	137.655
27	627.109	105.674	136.827
27	630.444	105.674	136.879
27	633.780	106.191	136.879
27	637.116	106.191	136.724
27	640.451	105.622	136.465
27	643.787	105.311	136.879
