,spot ID,Track ID,x (micron),y (micron),t (sec),Frame,Classification,squared displacement,vx,vy,speed
1800,11954,9,100.8090182,18.94050343,615.1129223,184,Back,747.4356127967644,0.0,0.0,0.0
1801,11957,9,100.8435183,18.94050343,618.4559273,185,Back,746.2679739518637,0.010344857571215135,0.0,0.010344857571215135
1802,11960,9,100.8435183,18.94050343,621.7989323,186,Back,746.2679739518637,0.0,0.0,0.0
1803,11963,9,101.0850183,18.52650335,625.1419373,187,Back,756.1006344651844,0.07241379310344889,-0.12413795502248906,0.14371495854222907
1804,11966,9,101.2575183,17.76750322,628.4849424,188,Back,784.1607890757854,0.051724137931034316,-0.2275862458770616,0.23338998641142042
1805,11969,9,102.2580185,17.62950319,631.8279474,189,Back,758.4287646216243,0.3000000599700164,-0.04137931934032895,0.30284036067057235
1806,11972,9,102.2580185,17.62950319,635.1709524,190,Back,758.4287646216243,0.0,0.0,0.0
1807,11975,9,101.8440184,17.25000312,638.5139574,191,Back,788.8527567389358,-0.12413796101949318,-0.11379312443778183,0.16840162866014602
1808,11978,9,101.8440184,17.07750309,641.8569624,192,Back,796.869093333806,0.0,-0.05172414692653624,0.05172414692653624
1809,11981,9,101.5335184,16.97400307,645.1999674,193,Back,811.6805679452659,-0.0931034482758592,-0.031034488755622796,0.09813965341888296
1810,11984,9,101.1195183,16.69800302,648.5429724,194,Back,838.285046382897,-0.12413796101949318,-0.08275863568215797,0.14919525845699438
1811,11987,9,100.4640182,16.11150292,651.8859774,195,Back,888.6612046625686,-0.19655175412293782,-0.17586209895052538,0.26374243097402467
1812,11990,9,99.9810181,15.93900288,655.2289825,196,Back,914.0004469320595,-0.14482761619190349,-0.05172414992503724,0.1537869503478661
1813,11993,9,99.18751795,15.76650285,658.5719875,197,Back,951.2957540850906,-0.2379310794602698,-0.051724146926536776,0.24348836922614434
1814,11996,9,98.56651784,15.18000275,661.9149925,198,Back,1003.9726669913123,-0.18620692953523152,-0.17586209895052482,0.25612594256385446
1815,11999,9,98.60101785,14.83500269,665.2579975,199,Back,1020.1707848337627,0.010344830584708286,-0.10344829385307355,0.10396424876340025
1816,12002,9,98.15251777,14.49000262,668.6010025,200,Back,1055.305787628904,-0.13448278260869634,-0.10344829685157401,0.16966781939916967
1817,12005,9,97.70401768,14.21400257,671.9440075,201,Back,1087.4627838607548,-0.1344827856071952,-0.08275863568215903,0.15790697072847404
1818,12008,10,88.14751595,17.49150317,0.0,0,Back,0.0,,,
1819,12015,10,87.80251589,17.56050318,3.343005013,1,Back,0.12378604278000632,-0.10344829385307461,0.02068965817091451,0.10549697368333066
1820,12018,10,88.00951593,17.56050318,6.686010025,2,Back,0.02380500689999846,0.06206897751124772,0.0,0.06206897751124772
1821,12021,10,87.73351588,18.11250328,10.02901504,3,Back,0.5570371945800136,-0.08275863568216117,0.16551727136431701,0.1850539351104473
1822,12024,10,87.66451587,18.73350339,13.37202005,4,Back,1.775853623760046,-0.020689658170913446,0.18620692953523257,0.18735282907436523
1823,12027,10,87.38851582,19.3545035,16.71502506,5,Back,4.046851426920126,-0.08275863568216117,0.18620692953523257,0.20376950799104304
1824,12032,10,87.52651584,19.76850358,20.05803008,6,Back,5.570372003760173,0.04137931634183115,0.12413795502248906,0.1308528933500626
1825,12035,10,87.52651584,21.0105038,23.40103509,7,Back,12.769006570560386,0.0,0.3724138590704641,0.3724138590704641
1826,12038,10,87.45751583,21.5625039,26.7440401,8,Back,17.04914710926052,-0.020689658170913446,0.16551727136431807,0.16680536284879618
1827,12041,10,87.59551585,22.32150404,30.08704511,9,Back,23.63361251460076,0.04137931634182689,0.2275862488755626,0.23131741935739839
1828,12044,10,87.8715159,22.87350414,33.43005013,10,Back,29.04211046868094,0.08275863568216117,0.16551727136431807,0.18505393511044824
1829,12047,10,87.8715159,23.08050418,36.77305514,11,Back,31.313108317380983,0.0,0.06206897751124346,0.06206897751124346
1830,12050,10,88.35451599,23.7705043,40.11606015,12,Back,39.46870420710125,0.14482761319340037,0.2068965877061471,0.25254947148577567
1831,12053,10,88.90651609,24.66750446,43.45906516,13,Back,52.071075726601656,0.16551727136431807,0.2689655652173916,0.3158139363495541
1832,12056,10,89.59651622,25.63350464,46.80207018,14,Back,68.39178971994224,0.20689659070464808,0.28965522638680713,0.35595835348871807
1833,12059,10,89.59651622,25.63350464,50.14507519,15,Back,68.39178971994224,0.0,0.0,0.0
1834,12062,10,89.94151628,25.77150466,53.4880802,16,Back,71.77686185844233,0.10344829385307461,0.04137931634182902,0.11141722183769093
1835,12065,10,90.14851632,25.77150466,56.83108521,17,Back,72.56242715514236,0.06206897751124346,0.0,0.06206897751124346
1836,12068,10,90.14851632,25.77150466,60.17409023,18,Back,72.56242715514236,0.0,0.0,0.0
1837,12071,10,90.14851632,25.77150466,63.51709524,19,Back,72.56242715514236,0.0,0.0,0.0
1838,12074,10,90.21751633,25.70250465,66.86010025,20,Back,71.70544687776233,0.020689658170913446,-0.02068965817091451,0.02925959518616987
1839,12077,10,90.21751633,25.70250465,70.20310526,21,Back,71.70544687776233,0.0,0.0,0.0
1840,12080,10,90.21751633,25.70250465,73.54611028,22,Back,71.70544687776233,0.0,0.0,0.0
1841,12083,10,90.42451637,25.9785047,76.88911529,23,Back,77.2139258829025,0.06206897751124772,0.08275863568215797,0.103448295052475
1842,12089,10,90.76951643,26.32350476,80.2321203,24,Back,84.87913860288269,0.10344829385307035,0.10344829385307355,0.14629798017137163
1843,12092,10,91.32151653,27.01350489,83.57512531,25,Back,100.74279643752325,0.16551727136431807,0.20689659070464808,0.2649569141673717
1844,12095,10,91.52851657,27.01350489,86.91813033,26,Back,102.09968194812328,0.06206897751124346,0.0,0.06206897751124346
1845,12098,10,92.14951668,27.634505,90.26113534,27,Back,118.89649596630392,0.1862069295352358,0.18620692953523257,0.26333636515657943
1846,12101,10,93.04651684,28.25550511,93.60414035,28,Back,139.86394748454452,0.2689655652173884,0.18620692953523257,0.3271322299615987
1847,12104,10,93.52951693,28.66950519,96.94714536,29,Back,153.913663707845,0.14482761319340462,0.12413795502248799,0.19074923176900002
1848,12107,10,94.42651709,29.08350526,100.2901504,30,Back,173.80036777068568,0.2689655652173927,0.12413795202398806,0.29623083297560615
1849,12110,10,95.53051729,29.91150541,103.6331554,31,Back,208.7651644280469,0.33103454272863614,0.24827590704647712,0.41379317841079516
1850,12116,10,95.87551735,29.98050543,106.9761604,32,Back,215.69718308868698,0.10344829385307035,0.020689661169415507,0.10549697427138094
1851,12119,10,96.28951743,30.04950544,110.3191654,33,Back,223.9956091136474,0.12413795502249118,0.02068965817091451,0.12585028340212562
1852,12122,10,96.49651747,30.32550549,113.6621704,34,Back,234.4174419307277,0.06206897751124346,0.08275863568215903,0.1034482950524733
1853,12125,10,97.66951768,31.15350564,117.0051754,35,Back,277.318828436409,0.3517242008995496,0.24827590704647604,0.4305239128296791
1854,12128,10,99.87751808,31.70550574,120.3481805,36,Back,339.63081902977115,0.6620690854572723,0.16551727136431807,0.6824451926991048
1855,12131,10,101.0505183,31.4985057,123.6911855,37,Back,362.6835895195317,0.3517242038980485,-0.06206897751124453,0.35715889121931066
